City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Lavrentiya,RU,65.5833,-171.0,51.53,79,100,10.89,overcast clouds
261,Wladyslawowo,PL,54.7909,18.4009,56.75,81,8,12.73,light rain
262,Nabire,ID,-3.3667,135.4833,83.97,70,95,1.92,overcast clouds
263,Luba,GQ,3.4568,8.5547,75.09,87,100,8.72,light rain
264,Gizo,SB,-8.103,156.8419,83.37,63,7,3.33,clear sky
265,Bonavista,CA,48.6499,-53.1147,55.26,82,89,13.44,overcast clouds
266,Arraial Do Cabo,BR,-22.9661,-42.0278,70.88,86,0,19.66,clear sky
267,Tlacolula,MX,16.9542,-96.4792,77.67,82,3,5.93,clear sky
268,Waco,US,31.5493,-97.1467,100.15,39,0,4.61,clear sky
269,Hay River,CA,60.8156,-115.7999,64.38,88,75,4.61,thunderstorm with light rain
270,Utete,TZ,-7.986,38.758,63.32,93,0,3.02,clear sky
271,Terney,RU,45.0503,136.6092,71.04,74,62,4.27,broken clouds
272,Talnakh,RU,69.4865,88.3972,45.21,73,49,16.35,scattered clouds
273,Tuy Hoa,VN,13.0833,109.3,81.59,77,97,12.35,overcast clouds
274,Camana,PE,-16.6228,-72.7111,61.81,84,69,6.76,broken clouds
275,Srednekolymsk,RU,67.45,153.6833,60.19,41,47,5.28,scattered clouds
276,Oranjemund,NA,-28.55,16.4333,56.01,88,82,19.08,light rain
277,Lorena,BR,-22.7308,-45.1247,59.0,76,3,2.19,clear sky
278,Svetlaya,RU,46.5389,138.3297,67.23,81,100,5.12,overcast clouds
279,Sitka,US,57.0531,-135.33,58.89,77,100,9.22,overcast clouds
280,Pacific Grove,US,36.6177,-121.9166,79.56,78,0,10.36,clear sky
281,Cidreira,BR,-30.1811,-50.2056,62.26,93,26,14.32,scattered clouds
282,Luderitz,NA,-26.6481,15.1594,54.34,93,33,4.99,light rain
283,Richards Bay,ZA,-28.783,32.0377,66.47,66,0,16.73,clear sky
284,Mapiripan,CO,2.8892,-72.1256,73.31,95,62,1.41,broken clouds
285,Choix,MX,26.7092,-108.3219,79.02,70,100,7.05,overcast clouds
286,Qiongshan,CN,20.0058,110.3542,84.18,89,40,8.95,scattered clouds
287,Samarai,PG,-10.6167,150.6667,82.67,73,52,9.48,broken clouds
288,Sorland,NO,67.667,12.6934,51.66,83,0,5.93,clear sky
289,Mehamn,NO,71.0357,27.8492,53.51,93,100,2.3,overcast clouds
290,Prieska,ZA,-29.6641,22.7474,55.22,47,6,6.91,clear sky
291,Deputatskiy,RU,69.3,139.9,55.92,52,67,6.24,broken clouds
292,Inhambane,MZ,-23.865,35.3833,65.23,79,0,6.55,clear sky
293,Victoria,HK,22.2855,114.1577,90.97,81,49,11.99,scattered clouds
294,Santa Marta,CO,11.2408,-74.199,86.05,71,75,4.61,broken clouds
295,Winnemucca,US,40.973,-117.7357,93.25,7,0,17.27,clear sky
296,Punta Alta,AR,-38.8759,-62.0736,52.81,67,100,6.44,overcast clouds
297,Harper,LR,4.375,-7.7169,75.99,76,100,9.84,overcast clouds
298,Qaqortoq,GL,60.7167,-46.0333,42.08,91,21,1.12,few clouds
299,Havoysund,NO,70.9963,24.6622,52.03,81,48,6.13,scattered clouds
300,Colares,PT,38.7992,-9.4469,80.46,78,0,10.29,clear sky
301,Piranshahr,IR,36.701,45.1413,66.13,42,0,5.37,clear sky
302,Touros,BR,-5.1989,-35.4608,75.74,85,14,11.32,few clouds
303,Arman,RU,59.7,150.1667,84.02,76,34,5.97,scattered clouds
304,Vilhena,BR,-12.7406,-60.1458,70.66,60,5,2.77,clear sky
305,Saint-Denis,FR,48.9167,2.3333,65.08,68,0,13.8,clear sky
306,Seydisehir,TR,37.4193,31.8453,59.02,56,0,2.95,clear sky
307,Khatanga,RU,71.9667,102.5,48.2,87,100,3.27,overcast clouds
308,Baykit,RU,61.67,96.37,64.99,91,96,6.08,overcast clouds
309,Nara,JP,34.6851,135.8049,83.97,67,52,1.72,broken clouds
310,Springfield,US,37.2153,-93.2982,79.66,77,100,11.5,overcast clouds
311,Henties Bay,NA,-22.116,14.2845,54.81,90,0,8.66,clear sky
312,Saldanha,ZA,-33.0117,17.9442,55.45,94,100,12.95,moderate rain
313,Nebolchi,RU,59.1239,33.3454,58.51,77,99,4.68,overcast clouds
314,Nhulunbuy,AU,-12.2333,136.7667,77.61,65,75,18.41,broken clouds
315,Boa Vista,BR,2.8197,-60.6733,82.38,69,75,5.75,broken clouds
316,Cabo San Lucas,MX,22.8909,-109.9124,96.62,43,20,9.22,few clouds
317,La Romana,DO,18.4273,-68.9728,82.76,78,75,6.91,broken clouds
318,Cayon,KN,17.35,-62.7333,81.93,89,20,17.27,few clouds
319,Drayton Valley,CA,53.2168,-114.9854,62.01,86,100,9.51,overcast clouds
320,Isernia,IT,41.6002,14.2382,60.82,72,0,6.17,clear sky
321,Clyde River,CA,70.4692,-68.5914,43.03,75,100,6.91,overcast clouds
322,Bandarbeyla,SO,9.4942,50.8122,77.76,65,36,29.42,scattered clouds
323,Mogadishu,SO,2.0371,45.3438,75.6,81,100,21.21,overcast clouds
324,Menongue,AO,-14.6585,17.691,48.7,64,2,4.25,clear sky
325,Mount Pleasant,US,32.7941,-79.8626,77.14,96,100,5.99,heavy intensity rain
326,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,71,75,11.5,light rain
327,Kamenka,RU,51.3223,42.7678,69.57,44,85,9.86,overcast clouds
328,Valparaiso,CL,-33.0393,-71.6273,55.04,89,100,18.41,overcast clouds
329,Ati,TD,13.2154,18.3353,84.52,50,16,11.88,few clouds
330,Ixtapa,MX,20.7,-105.2,86.23,79,75,11.5,broken clouds
331,Bhuj,IN,23.2667,69.6667,80.2,86,100,14.45,light rain
332,Tonstad,NO,58.6626,6.7169,50.92,78,41,15.37,scattered clouds
333,Kushmurun,KZ,52.4503,64.6311,65.7,75,9,6.35,clear sky
334,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,88,75,7.76,light rain
335,Cherskiy,RU,68.75,161.3,49.21,53,96,12.57,overcast clouds
336,Vanimo,PG,-2.6741,141.3028,81.9,79,97,5.06,overcast clouds
337,Panlaitan,PH,12.1191,119.8486,80.47,84,100,7.36,overcast clouds
338,Port Keats,AU,-14.25,129.55,72.72,34,7,11.25,clear sky
339,Santa Teresa,VE,10.2341,-66.6631,72.64,99,67,2.48,broken clouds
340,Gayny,RU,60.3071,54.3241,60.93,89,83,2.08,broken clouds
341,Aguilas,ES,37.4063,-1.5829,75.47,71,0,3.44,clear sky
342,Conde,BR,-7.2597,-34.9075,72.86,94,100,10.36,overcast clouds
343,Carutapera,BR,-1.195,-46.02,74.55,94,100,4.56,overcast clouds
344,Cercal,PT,37.806,-8.6715,65.73,49,0,1.74,clear sky
345,Kahului,US,20.8947,-156.47,87.82,62,40,25.32,scattered clouds
346,Madingou,CG,-4.1536,13.55,67.93,80,69,3.51,broken clouds
347,Siocon,PH,7.7061,122.1353,82.0,78,99,9.53,overcast clouds
